loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies
9600.0,36 months,11.49,316.53,B,B5,Manager,5 years,RENT,45000.0,Verified,Aug-2016,Fully Paid,credit_card,Credit card refinancing,21.01,Sep-1999,6.0,0.0,12232.0,84.9,16.0,w,INDIVIDUAL,0.0,0.0
3500.0,36 months,14.16,119.9,C,C2,BOOKKEEPER,< 1 year,OWN,39648.0,Source Verified,Mar-2014,Fully Paid,other,Other,15.13,Nov-1999,6.0,1.0,2776.0,46.3,14.0,w,INDIVIDUAL,0.0,0.0
8975.0,36 months,14.65,309.59,C,C5,Accounting,7 years,RENT,36500.0,Source Verified,Jun-2015,Fully Paid,debt_consolidation,Debt consolidation,10.33,Sep-2007,10.0,0.0,2634.0,21.2,16.0,f,INDIVIDUAL,0.0,0.0
19800.0,36 months,14.47,681.25,C,C2,Personnel Specialist,7 years,MORTGAGE,47364.0,Source Verified,Jan-2014,Fully Paid,debt_consolidation,Debt consolidation,24.68,Jul-2001,9.0,0.0,5421.0,40.8,15.0,f,INDIVIDUAL,2.0,0.0
2500.0,36 months,10.74,81.54,B,B2,stevens point police department,10+ years,MORTGAGE,55000.0,Not Verified,Jun-2012,Fully Paid,credit_card,credit reduction,21.2,Jan-1994,7.0,0.0,16263.0,78.2,30.0,f,INDIVIDUAL,4.0,0.0
2000.0,36 months,11.53,65.99,B,B5,Analyst Management,10+ years,MORTGAGE,102000.0,Not Verified,Apr-2015,Fully Paid,home_improvement,Home improvement,22.76,Jan-2005,14.0,0.0,25156.0,61.7,29.0,w,INDIVIDUAL,2.0,0.0
7800.0,36 months,11.55,257.4,B,B3,Kroger Co,10+ years,RENT,40000.0,Not Verified,Jul-2013,Charged Off,debt_consolidation,consolidate bills,10.08,Jan-2007,7.0,0.0,13674.0,76.4,13.0,f,INDIVIDUAL,0.0,0.0
2400.0,36 months,8.67,75.96,B,B1,Regular city carrier,5 years,MORTGAGE,61500.0,Not Verified,Dec-2014,Fully Paid,debt_consolidation,Debt consolidation,16.39,Jan-2010,12.0,0.0,6999.0,55.1,20.0,w,INDIVIDUAL,2.0,0.0
15000.0,36 months,13.11,506.21,B,B4,Capital Group,10+ years,RENT,66900.0,Verified,Mar-2013,Fully Paid,debt_consolidation,My Payoff Loan,15.07,Mar-1987,11.0,0.0,8325.0,43.6,15.0,f,INDIVIDUAL,0.0,0.0
8000.0,36 months,12.49,267.6,B,B4,instructor,6 years,MORTGAGE,50000.0,Source Verified,Mar-2014,Fully Paid,debt_consolidation,Debt consolidation,20.91,Aug-2008,10.0,0.0,8131.0,46.7,15.0,w,INDIVIDUAL,1.0,0.0
12500.0,36 months,12.12,415.9,B,B3,JSC Transortation,2 years,RENT,45000.0,Not Verified,Sep-2012,Charged Off,debt_consolidation,Debt Consol,11.04,Feb-1997,10.0,0.0,13936.0,51.8,20.0,f,INDIVIDUAL,1.0,0.0
8000.0,36 months,11.67,264.46,B,B4,Dental asst,10+ years,RENT,48000.0,Not Verified,Jul-2014,Fully Paid,debt_consolidation,Debt consolidation,27.73,Apr-1998,4.0,0.0,3071.0,68.2,21.0,w,INDIVIDUAL,0.0,0.0
18000.0,36 months,7.89,563.15,A,A5,truck driver,7 years,MORTGAGE,87000.0,Verified,Mar-2015,Charged Off,debt_consolidation,Debt consolidation,17.44,Oct-1986,15.0,0.0,6972.0,40.3,30.0,w,INDIVIDUAL,2.0,0.0
8000.0,36 months,13.99,273.39,C,C3,RN,9 years,MORTGAGE,100000.0,Verified,Jun-2016,Fully Paid,other,Other,22.79,Nov-2004,22.0,0.0,14525.0,23.8,36.0,w,INDIVIDUAL,3.0,0.0
9500.0,36 months,7.62,296.04,A,A3,Cook County Government,3 years,OWN,37000.0,Source Verified,Mar-2012,Fully Paid,home_improvement,Home renovation,24.78,Mar-2002,9.0,0.0,6934.0,67.3,22.0,f,INDIVIDUAL,0.0,0.0
12000.0,36 months,13.11,404.97,B,B4,ASRT,4 years,MORTGAGE,142000.0,Not Verified,Jul-2012,Fully Paid,debt_consolidation,Consolidation1,18.71,Jul-1993,11.0,0.0,41627.0,61.4,44.0,f,INDIVIDUAL,7.0,0.0
10000.0,36 months,11.14,328.06,B,B2,united states postal service,5 years,MORTGAGE,58000.0,Source Verified,Dec-2012,Fully Paid,credit_card,cc refinance,8.57,Jul-1999,14.0,0.0,16354.0,58.0,28.0,w,INDIVIDUAL,1.0,0.0
12000.0,60 months,13.49,276.06,C,C2,Ag Teacher,2 years,MORTGAGE,61000.0,Source Verified,Oct-2016,Fully Paid,debt_consolidation,Debt consolidation,27.46,Mar-2007,17.0,0.0,4518.0,29.9,20.0,w,INDIVIDUAL,1.0,0.0
24000.0,36 months,8.59,758.63,A,A5,Owner ,10+ years,OWN,98000.0,Not Verified,Jul-2016,Fully Paid,debt_consolidation,Debt consolidation,26.34,Aug-1989,23.0,0.0,19793.0,33.8,49.0,f,INDIVIDUAL,1.0,0.0
5825.0,36 months,10.64,189.72,B,B2,Northwestern Medical Faculty Foundation,2 years,RENT,35000.0,Not Verified,Jul-2013,Fully Paid,debt_consolidation,Pay Down the Cards,6.41,Oct-1999,9.0,0.0,6197.0,31.0,15.0,f,INDIVIDUAL,1.0,0.0
2850.0,36 months,15.31,99.23,C,C5,Supervisor,2 years,RENT,57000.0,Source Verified,Feb-2016,Fully Paid,credit_card,Credit card refinancing,11.41,Feb-1994,5.0,1.0,2377.0,76.7,12.0,f,INDIVIDUAL,1.0,1.0
28000.0,36 months,8.18,879.75,B,B1,Executive Director,2 years,MORTGAGE,250000.0,Source Verified,Oct-2015,Fully Paid,debt_consolidation,Debt consolidation,19.76,Apr-1999,15.0,0.0,111133.0,82.4,27.0,w,INDIVIDUAL,4.0,0.0
25000.0,60 months,16.99,621.18,D,D3,General Manager,8 years,MORTGAGE,87000.0,Verified,Mar-2015,Fully Paid,debt_consolidation,Debt consolidation,18.57,Oct-1995,20.0,2.0,27217.0,58.5,31.0,w,INDIVIDUAL,1.0,0.0
12800.0,36 months,9.16,408.0,B,B2,,,RENT,72000.0,Verified,Mar-2016,Fully Paid,car,Car financing,15.5,Aug-2003,6.0,1.0,2426.0,27.0,15.0,w,INDIVIDUAL,1.0,1.0
8000.0,36 months,15.31,278.54,C,C4,,,RENT,22050.0,Verified,Apr-2014,Fully Paid,debt_consolidation,Debt consolidation,25.75,Jul-2005,8.0,0.0,4030.0,56.0,15.0,w,INDIVIDUAL,0.0,0.0
11200.0,60 months,13.33,256.74,C,C3,manager,4 years,MORTGAGE,65000.0,Source Verified,Apr-2015,Fully Paid,credit_card,Credit card refinancing,10.32,Mar-1997,13.0,0.0,6247.0,18.8,35.0,w,INDIVIDUAL,0.0,0.0
1000.0,36 months,13.67,34.02,B,B5,Superfund Asset Management,< 1 year,RENT,50000.0,Source Verified,Jul-2012,Fully Paid,debt_consolidation,Lowering My Interest Rate,13.58,May-2007,15.0,0.0,6431.0,33.5,19.0,f,INDIVIDUAL,0.0,0.0
24000.0,60 months,23.28,680.44,F,F2,,,RENT,55007.0,Verified,Jun-2013,Fully Paid,credit_card,My 5-year plan to being debt free!,31.5,Sep-2004,14.0,0.0,21651.0,84.2,23.0,w,INDIVIDUAL,0.0,0.0
3900.0,36 months,14.64,134.51,C,C3,electrician,10+ years,OWN,70000.0,Not Verified,Apr-2014,Fully Paid,debt_consolidation,Debt consolidation,16.1,Dec-1993,8.0,0.0,10005.0,61.0,20.0,f,INDIVIDUAL,2.0,0.0
15000.0,36 months,7.69,467.91,A,A4,Electrician,3 years,MORTGAGE,90000.0,Source Verified,Sep-2014,Charged Off,credit_card,Credit card refinancing,13.15,Jun-2002,12.0,1.0,10064.0,63.3,19.0,w,INDIVIDUAL,2.0,1.0
3800.0,36 months,18.25,137.86,E,E1,certified ophthal. assistant,10+ years,MORTGAGE,54000.0,Verified,Mar-2015,Fully Paid,debt_consolidation,Debt consolidation,14.07,Jun-1990,16.0,1.0,4927.0,36.2,56.0,f,INDIVIDUAL,5.0,1.0
20000.0,60 months,15.61,482.23,D,D1,sales support,10+ years,MORTGAGE,60000.0,Source Verified,Oct-2014,Fully Paid,debt_consolidation,Debt consolidation,32.38,Apr-1988,18.0,0.0,43243.0,68.4,40.0,w,INDIVIDUAL,4.0,0.0
21000.0,36 months,6.03,639.15,A,A1,Toyota Tsusho,10+ years,OWN,495000.0,Source Verified,May-2013,Fully Paid,house,home improvements,0.0,Jul-1982,5.0,0.0,0.0,0.0,26.0,w,INDIVIDUAL,2.0,0.0
3600.0,36 months,8.67,113.93,B,B1,Marketing Manager,< 1 year,OWN,80000.0,Not Verified,Dec-2014,Fully Paid,debt_consolidation,Debt consolidation,10.88,Jun-1989,12.0,0.0,8946.0,48.4,31.0,f,INDIVIDUAL,3.0,0.0
18000.0,60 months,14.98,428.03,C,C3,Programmer/Analyst,10+ years,MORTGAGE,83000.0,Source Verified,Jan-2014,Fully Paid,debt_consolidation,Debt consolidation,16.57,Apr-1995,11.0,0.0,17690.0,66.8,32.0,w,INDIVIDUAL,3.0,0.0
3250.0,60 months,11.99,72.28,B,B5,sarah tuxis,3 years,MORTGAGE,48000.0,Verified,Jun-2011,Charged Off,car,buissness,13.2,Apr-2004,8.0,1.0,2670.0,38.7,13.0,f,INDIVIDUAL,,0.0
15000.0,36 months,14.33,515.08,C,C1,BOCC-Polk County,10+ years,RENT,39000.0,Not Verified,Apr-2013,Fully Paid,credit_card,Credit card refinancing,23.35,Nov-1998,6.0,1.0,11063.0,60.8,21.0,f,INDIVIDUAL,0.0,1.0
5000.0,36 months,14.99,173.31,C,C5,Officer,9 years,MORTGAGE,59000.0,Source Verified,Oct-2014,Fully Paid,other,Other,16.72,Oct-2002,8.0,1.0,7273.0,68.6,29.0,w,INDIVIDUAL,2.0,1.0
20000.0,60 months,18.49,513.22,D,D2,Federal Public Defender,10+ years,MORTGAGE,130000.0,Verified,Aug-2012,Fully Paid,credit_card,Card Card Payoff,7.94,Apr-1998,12.0,0.0,18275.0,64.3,31.0,f,INDIVIDUAL,5.0,0.0
6000.0,36 months,17.57,215.63,D,D2,Correction Officer,10+ years,RENT,80000.0,Source Verified,Apr-2014,Fully Paid,debt_consolidation,Debt consolidation,14.16,Aug-1997,5.0,0.0,4411.0,78.8,22.0,w,INDIVIDUAL,0.0,0.0
24725.0,60 months,25.44,732.11,F,F2,Chief Steward ,6 years,MORTGAGE,85000.0,Not Verified,Jun-2016,Fully Paid,other,Other,17.55,Mar-2004,18.0,0.0,13212.0,24.8,30.0,w,INDIVIDUAL,2.0,0.0
12000.0,60 months,13.99,279.16,C,C4,Quality Assurance Supervisior,10+ years,RENT,36000.0,Source Verified,Jun-2015,Charged Off,credit_card,Credit card refinancing,22.4,Apr-1997,11.0,1.0,5901.0,40.1,16.0,w,INDIVIDUAL,0.0,0.0
12000.0,36 months,9.71,385.58,B,B1,State of CA,10+ years,MORTGAGE,96000.0,Not Verified,Aug-2013,Fully Paid,home_improvement,Fix my House,7.21,Dec-1990,8.0,0.0,9573.0,67.4,24.0,f,INDIVIDUAL,6.0,0.0
30000.0,36 months,16.2,1057.68,C,C4,GE,10+ years,MORTGAGE,75000.0,Verified,Sep-2013,Fully Paid,credit_card,Credit Cards,23.25,Jun-1997,13.0,0.0,23032.0,89.3,27.0,f,INDIVIDUAL,4.0,0.0
4000.0,36 months,16.49,141.6,D,D3,front desk,1 year,MORTGAGE,41000.0,Source Verified,Dec-2014,Fully Paid,home_improvement,Home improvement,5.3,May-1997,8.0,0.0,7303.0,46.5,20.0,w,INDIVIDUAL,0.0,0.0
15000.0,36 months,15.61,524.48,D,D1,Contract Specialist,7 years,MORTGAGE,71500.0,Source Verified,Feb-2015,Fully Paid,debt_consolidation,Debt consolidation,11.75,Oct-2003,9.0,0.0,5448.0,41.9,30.0,f,INDIVIDUAL,5.0,0.0
24000.0,60 months,19.24,625.75,E,E2,Officer,10+ years,RENT,120000.0,Source Verified,Jan-2015,Fully Paid,debt_consolidation,Debt consolidation,11.38,May-1994,14.0,0.0,23427.0,84.0,28.0,f,INDIVIDUAL,0.0,0.0
23400.0,36 months,24.11,919.41,F,F2,Sr. Desktop Technician,10+ years,RENT,65000.0,Verified,Feb-2016,Charged Off,other,Other,23.25,Apr-1996,6.0,1.0,1676.0,26.6,16.0,f,INDIVIDUAL,4.0,1.0
27200.0,60 months,23.99,782.34,F,F2,GM,2 years,RENT,72000.0,Verified,Feb-2015,Charged Off,debt_consolidation,Debt consolidation,27.63,Apr-1992,9.0,1.0,10123.0,67.0,49.0,w,INDIVIDUAL,11.0,1.0
10000.0,36 months,10.49,324.98,B,B3,Receiving clerk,2 years,MORTGAGE,95000.0,Not Verified,Oct-2016,Fully Paid,debt_consolidation,Debt consolidation,8.38,Sep-2005,9.0,0.0,10117.0,47.9,11.0,w,INDIVIDUAL,1.0,0.0
24000.0,60 months,13.98,558.19,C,C1,Associate Attorney,4 years,RENT,85000.0,Source Verified,Feb-2014,Fully Paid,credit_card,Credit card refinancing,14.61,Oct-1998,22.0,0.0,21723.0,59.4,38.0,f,INDIVIDUAL,0.0,0.0
15000.0,36 months,11.99,498.15,B,B3,Consultant,10+ years,MORTGAGE,74600.0,Not Verified,Oct-2013,Fully Paid,debt_consolidation,One Payment,16.36,Mar-1983,8.0,0.0,12365.0,84.1,24.0,f,INDIVIDUAL,3.0,0.0
31300.0,36 months,13.11,1056.28,B,B4,East Georgia Regional Medical Center,7 years,MORTGAGE,70000.0,Verified,Dec-2012,Fully Paid,debt_consolidation,great consolidation,28.89,Mar-1985,12.0,0.0,39282.0,78.9,24.0,w,INDIVIDUAL,2.0,0.0
14400.0,60 months,15.31,344.93,C,C2,ATPA,< 1 year,MORTGAGE,47500.0,Verified,Mar-2013,Fully Paid,debt_consolidation,New beginning,20.56,Feb-1997,10.0,0.0,9561.0,56.6,30.0,w,INDIVIDUAL,1.0,0.0
12000.0,36 months,15.8,420.71,C,C3,"Newman Technology, Inc.",10+ years,MORTGAGE,90480.0,Not Verified,Jun-2013,Fully Paid,debt_consolidation,Consolidation,18.46,Nov-1991,8.0,0.0,26405.0,86.3,21.0,w,INDIVIDUAL,1.0,0.0
11000.0,36 months,13.98,375.85,C,C1,Supervisor,10+ years,MORTGAGE,65000.0,Verified,Feb-2014,Fully Paid,debt_consolidation,Debt consolidation,6.33,Jun-2002,11.0,1.0,9503.0,48.2,24.0,f,INDIVIDUAL,4.0,0.0
10000.0,36 months,14.99,346.61,C,C5,Vice President,3 years,RENT,95000.0,Verified,Jan-2015,Fully Paid,debt_consolidation,Debt consolidation,26.25,Oct-1993,22.0,1.0,21014.0,42.1,40.0,w,INDIVIDUAL,4.0,0.0
20000.0,36 months,13.33,677.07,C,C3,CPA,10+ years,MORTGAGE,85000.0,Source Verified,Apr-2015,Fully Paid,home_improvement,Home improvement,11.2,Oct-1998,13.0,0.0,49986.0,83.4,22.0,w,INDIVIDUAL,4.0,0.0
16000.0,36 months,15.96,562.2,C,C5,New Hanover Regional Medical Center,10+ years,MORTGAGE,73000.0,Verified,Jan-2012,Fully Paid,medical,medical expenses/credit card,19.17,Feb-2000,18.0,0.0,22330.0,52.3,30.0,f,INDIVIDUAL,,0.0
7625.0,36 months,14.49,262.43,C,C4,cSr 1,10+ years,RENT,75000.0,Source Verified,Oct-2014,Fully Paid,debt_consolidation,Debt consolidation,11.95,Nov-1999,7.0,1.0,5251.0,37.0,14.0,f,INDIVIDUAL,2.0,1.0
8000.0,36 months,7.69,249.55,A,A4,Fulfillment Manager,3 years,RENT,45000.0,Not Verified,Oct-2014,Fully Paid,credit_card,Credit card refinancing,17.44,Nov-2004,19.0,0.0,7476.0,36.5,30.0,w,INDIVIDUAL,0.0,0.0
28500.0,36 months,11.99,946.48,B,B3,longshoreman,10+ years,MORTGAGE,240000.0,Source Verified,Mar-2014,Fully Paid,debt_consolidation,Debt consolidation,6.87,Nov-1997,12.0,0.0,21904.0,67.2,26.0,f,INDIVIDUAL,1.0,0.0
18000.0,36 months,13.11,607.45,B,B4,Del Norte County Unified School District,10+ years,MORTGAGE,88000.0,Not Verified,Aug-2012,Fully Paid,debt_consolidation,debt consolidation,24.11,Apr-1995,14.0,0.0,15302.0,52.2,25.0,f,INDIVIDUAL,1.0,0.0
26375.0,36 months,17.86,951.67,D,D5,Vice President,2 years,RENT,60000.0,Not Verified,Nov-2014,Charged Off,debt_consolidation,Debt consolidation,14.3,May-2001,5.0,0.0,6623.0,40.6,16.0,w,INDIVIDUAL,2.0,0.0
20000.0,36 months,10.49,649.96,B,B3,Manager of Engineering,10+ years,MORTGAGE,164732.0,Source Verified,Jan-2015,Fully Paid,debt_consolidation,Debt consolidation,13.98,Apr-2002,10.0,0.0,16583.0,58.4,20.0,w,INDIVIDUAL,3.0,0.0
9000.0,36 months,12.69,301.91,C,C2,B Operater,9 years,RENT,85000.0,Verified,Jul-2015,Fully Paid,debt_consolidation,Debt consolidation,16.9,Dec-2004,9.0,0.0,6722.0,63.4,12.0,f,INDIVIDUAL,0.0,0.0
15000.0,36 months,9.67,481.69,B,B1,E-5,10+ years,MORTGAGE,58164.0,Source Verified,Feb-2014,Fully Paid,debt_consolidation,Debt consolidation,18.05,Apr-2003,9.0,0.0,15445.0,74.6,33.0,w,INDIVIDUAL,1.0,0.0
12500.0,36 months,11.14,410.07,B,B2,Center for Employment Training,1 year,MORTGAGE,55000.0,Not Verified,Oct-2012,Fully Paid,debt_consolidation,Clean-Up,15.25,Mar-2000,8.0,0.0,14115.0,41.2,13.0,f,INDIVIDUAL,0.0,0.0
8875.0,36 months,18.24,321.93,D,D5,,,MORTGAGE,50000.0,Source Verified,Nov-2014,Fully Paid,debt_consolidation,Debt consolidation,4.06,Oct-1985,7.0,1.0,5145.0,63.5,18.0,w,INDIVIDUAL,0.0,1.0
10000.0,36 months,5.32,301.15,A,A1,Staff Accountant,4 years,MORTGAGE,65000.0,Not Verified,May-2015,Fully Paid,credit_card,Credit card refinancing,16.8,Jan-2005,13.0,0.0,21051.0,49.6,57.0,w,INDIVIDUAL,1.0,0.0
4000.0,36 months,21.49,151.71,D,D5,Correctional Officer,10+ years,MORTGAGE,60000.0,Source Verified,Jul-2016,Fully Paid,debt_consolidation,Debt consolidation,15.88,Jun-2003,5.0,0.0,7297.0,38.4,23.0,w,INDIVIDUAL,3.0,0.0
10000.0,36 months,7.62,311.62,A,A3,CITY OF LA - FIRE AND POLICE PENSIONS,10+ years,MORTGAGE,85838.0,Not Verified,Jan-2013,Fully Paid,debt_consolidation,DEBT CONSOLIDATION,16.25,Jul-1985,9.0,0.0,14225.0,75.3,16.0,f,INDIVIDUAL,3.0,0.0
20000.0,60 months,9.99,424.85,B,B3,Teacher,10+ years,MORTGAGE,94000.0,Not Verified,Nov-2015,Fully Paid,debt_consolidation,Debt consolidation,13.85,May-1978,11.0,0.0,14642.0,28.5,25.0,w,INDIVIDUAL,3.0,0.0
34800.0,36 months,18.99,1275.46,E,E1,Human Resource Manager,6 years,RENT,78000.0,Verified,Sep-2014,Fully Paid,car,Car financing,2.89,Aug-1999,10.0,0.0,659.0,3.8,26.0,f,INDIVIDUAL,1.0,0.0
5000.0,36 months,12.12,166.36,B,B3,New Dimensions,7 years,MORTGAGE,24000.0,Not Verified,Jun-2013,Fully Paid,debt_consolidation,pay off my debt,22.75,Feb-1994,7.0,0.0,4155.0,26.8,25.0,f,INDIVIDUAL,3.0,0.0
15000.0,36 months,13.05,505.78,B,B5,Duff and Phelps LLC,6 years,MORTGAGE,64500.0,Verified,Aug-2013,Fully Paid,credit_card,Credit card refinancing,26.4,Aug-2000,14.0,0.0,12964.0,46.3,29.0,f,INDIVIDUAL,2.0,0.0
25000.0,60 months,14.64,590.04,C,C3,Physician,10+ years,MORTGAGE,210000.0,Not Verified,Apr-2014,Fully Paid,debt_consolidation,Debt consolidation,9.58,Aug-1988,12.0,0.0,24429.0,49.9,29.0,f,INDIVIDUAL,4.0,0.0
5075.0,36 months,17.27,181.63,C,C5,Walmart,10+ years,MORTGAGE,53000.0,Verified,Jan-2013,Fully Paid,credit_card,refi,24.93,Feb-2001,14.0,0.0,16446.0,94.0,33.0,w,INDIVIDUAL,4.0,0.0
7500.0,36 months,14.99,259.96,C,C5,Personal Trainer,3 years,RENT,20000.0,Not Verified,Jan-2015,Fully Paid,credit_card,Credit card refinancing,27.91,Sep-2010,8.0,0.0,4838.0,56.9,11.0,w,INDIVIDUAL,0.0,0.0
35000.0,60 months,23.28,992.31,F,F2,Berne-Knox-Westerlo Central School Distr,10+ years,MORTGAGE,78000.0,Verified,Mar-2013,Fully Paid,debt_consolidation,Consolidation,20.62,May-1989,9.0,0.0,39415.0,92.1,17.0,f,INDIVIDUAL,3.0,0.0
4950.0,36 months,14.65,170.75,C,C5,Journey wireman,< 1 year,MORTGAGE,60000.0,Verified,Jul-2015,Fully Paid,debt_consolidation,Debt consolidation,19.88,Dec-2002,8.0,1.0,3479.0,49.7,20.0,f,INDIVIDUAL,2.0,1.0
12000.0,36 months,13.33,406.24,C,C3,Business Customer Service Analyst,10+ years,RENT,65000.0,Source Verified,Apr-2015,Charged Off,debt_consolidation,Debt consolidation,20.39,Oct-1996,21.0,0.0,23963.0,57.1,38.0,w,INDIVIDUAL,0.0,0.0
12000.0,36 months,5.79,232.01,A,A2,Technisand,4 years,MORTGAGE,55000.0,Not Verified,Nov-2010,Fully Paid,other,debt consolidation,9.01,Aug-1993,9.0,0.0,5747.0,14.1,19.0,f,INDIVIDUAL,,0.0
17600.0,36 months,13.11,593.95,B,B4,Blue River Productions,4 years,RENT,50000.0,Not Verified,Mar-2013,Fully Paid,debt_consolidation,Lending Club Debt Consolidation,25.01,Apr-2007,9.0,0.0,16787.0,69.7,11.0,f,INDIVIDUAL,0.0,0.0
10000.0,36 months,6.62,307.04,A,A2,Kohler,1 year,MORTGAGE,43900.0,Not Verified,Oct-2012,Fully Paid,credit_card,No More Credit Card Debt!,13.86,May-1997,16.0,0.0,4575.0,15.3,19.0,f,INDIVIDUAL,1.0,0.0
13475.0,60 months,19.29,351.71,E,E4,Juniper Networks,4 years,RENT,121392.0,Verified,Jul-2011,Fully Paid,debt_consolidation,Planning to pay off in less than 3 yrs,15.72,Jan-2006,5.0,0.0,0.0,0.0,16.0,f,INDIVIDUAL,,0.0
18000.0,36 months,12.69,603.81,C,C2,Foreman,2 years,OWN,51500.0,Source Verified,Sep-2015,Fully Paid,credit_card,Credit card refinancing,15.51,Apr-1995,16.0,0.0,9482.0,18.6,21.0,w,INDIVIDUAL,1.0,0.0
16475.0,60 months,19.99,436.4,E,E3,Logistics and Tranportation,10+ years,MORTGAGE,55000.0,Verified,Nov-2014,Fully Paid,debt_consolidation,Debt consolidation,20.18,Jun-1993,7.0,0.0,38742.0,88.5,29.0,w,INDIVIDUAL,3.0,0.0
10150.0,36 months,19.22,373.19,D,D4,Team Lead Loss Mitigation-FHLMC,2 years,RENT,48360.0,Source Verified,Feb-2014,Fully Paid,debt_consolidation,Debt consolidation,27.47,Sep-2009,9.0,0.0,8006.0,69.6,18.0,f,INDIVIDUAL,0.0,0.0
15250.0,36 months,16.29,538.34,C,C4,Commonwealth of massachusetts,5 years,RENT,44000.0,Not Verified,May-2013,Fully Paid,debt_consolidation,Bills,24.3,Oct-1998,17.0,0.0,12775.0,92.6,24.0,f,INDIVIDUAL,1.0,0.0
20000.0,60 months,25.89,597.51,G,G3,NYC  Human Resource Administration,4 years,OWN,90000.0,Verified,Jul-2013,Charged Off,wedding,Wedding ,29.21,Jan-1999,12.0,0.0,6245.0,35.3,24.0,w,INDIVIDUAL,0.0,0.0
6900.0,36 months,16.99,245.97,D,D3,3rd Grade Teacher,< 1 year,MORTGAGE,39000.0,Verified,Aug-2014,Fully Paid,home_improvement,Home improvement,6.46,Jun-1999,5.0,2.0,3787.0,30.8,15.0,f,INDIVIDUAL,3.0,0.0
20400.0,60 months,18.24,520.7,D,D5,Sales Representative,4 years,RENT,51000.0,Source Verified,Aug-2014,Charged Off,debt_consolidation,Debt consolidation,32.72,Oct-1994,25.0,1.0,13284.0,26.0,38.0,w,INDIVIDUAL,0.0,0.0
2400.0,36 months,8.18,75.41,B,B1,Grounds keeper,2 years,RENT,49464.0,Not Verified,Jul-2015,Fully Paid,other,Other,17.2,May-1996,8.0,0.0,2619.0,54.6,25.0,w,INDIVIDUAL,2.0,0.0
4200.0,36 months,14.54,144.66,D,D1,etr associates,5 years,RENT,41000.0,Not Verified,Mar-2011,Fully Paid,debt_consolidation,Debt Consolidation Loan,4.45,May-2007,6.0,0.0,4009.0,87.5,7.0,f,INDIVIDUAL,,0.0
3000.0,36 months,9.49,96.09,B,B2,Staff Assistant,10+ years,MORTGAGE,65839.0,Source Verified,Jul-2016,Fully Paid,debt_consolidation,Debt consolidation,8.55,Jun-2005,7.0,0.0,9915.0,73.4,23.0,w,INDIVIDUAL,4.0,0.0
25000.0,36 months,12.12,831.8,B,B3,,10+ years,RENT,90000.0,Source Verified,Mar-2012,Fully Paid,other,Major Purchase,15.53,Jan-2001,12.0,0.0,14281.0,58.3,22.0,f,INDIVIDUAL,,0.0
6625.0,36 months,14.09,226.72,B,B5,home depot,10+ years,RENT,42000.0,Verified,May-2013,Fully Paid,credit_card,consoladate,4.51,Jan-2000,7.0,1.0,3974.0,40.1,36.0,f,INDIVIDUAL,6.0,1.0
28000.0,36 months,8.19,879.88,A,A5,Pharmacist,2 years,RENT,100000.0,Source Verified,Nov-2014,Fully Paid,credit_card,Credit card refinancing,19.92,Jan-2001,22.0,0.0,48323.0,70.9,45.0,w,INDIVIDUAL,3.0,0.0
6625.0,36 months,15.8,232.27,C,C3,ability house,10+ years,OWN,25000.0,Not Verified,May-2013,Charged Off,credit_card,Credit card refinancing,19.34,Apr-2000,13.0,0.0,13682.0,69.1,21.0,w,INDIVIDUAL,0.0,0.0
35000.0,60 months,22.99,986.47,F,F1,Half owner,8 years,OWN,250000.0,Verified,Jan-2015,Fully Paid,debt_consolidation,Debt consolidation,14.62,Sep-1987,7.0,0.0,657.0,32.8,31.0,w,INDIVIDUAL,8.0,0.0
4000.0,36 months,11.53,131.97,B,B5,office Manager,10+ years,MORTGAGE,60000.0,Not Verified,May-2015,Fully Paid,credit_card,Credit card refinancing,15.7,Aug-1998,5.0,2.0,14014.0,67.1,11.0,f,INDIVIDUAL,3.0,0.0
8275.0,36 months,9.25,264.11,A,A5,Candy Maker,10+ years,OWN,25000.0,Source Verified,Oct-2013,Fully Paid,debt_consolidation,Debt consolidation,31.87,Oct-1993,10.0,0.0,15486.0,46.8,15.0,f,INDIVIDUAL,0.0,0.0
17000.0,60 months,8.39,347.89,A,A5,Charge Nurse,7 years,MORTGAGE,76000.0,Verified,Oct-2014,Fully Paid,debt_consolidation,Debt consolidation,20.39,Feb-2001,22.0,0.0,2172.0,2.4,35.0,w,INDIVIDUAL,4.0,0.0
35000.0,36 months,12.29,1167.36,C,C1,Comptroller,10+ years,MORTGAGE,130000.0,Source Verified,Sep-2015,Charged Off,debt_consolidation,Debt consolidation,25.29,Jan-2003,15.0,0.0,30712.0,75.3,28.0,w,INDIVIDUAL,2.0,0.0
18000.0,36 months,6.03,547.84,A,A1,water plant operator,2 years,MORTGAGE,42000.0,Not Verified,Jan-2015,Charged Off,debt_consolidation,Debt consolidation,6.74,Jan-1995,4.0,0.0,6706.0,21.2,27.0,f,INDIVIDUAL,6.0,0.0
